source_scope,source,split_type,seed,train_count,val_count,test_count,sample_identifiers_available,reproducible,checkpoint_linked,fine_tuned_soilnet,genuine_heldout,notes
LEGACY_GITHUB,checkpoints_Vicreg_original_NEW/VicReg_SoiNet_optimized_mu_23.ipynb,NO_HELDOUT_ALL_ROWS,MISSING,2057,0,0,labels.csv rows referenced but consumed manifest not saved,NO,NONE,False,False,A row-level split in a downstream classifier does not make an encoder trained on all labeled rows held out.
LEGACY_GITHUB,checkpoints_Vicreg_original_NEW/VicReg_SoiNet_optimized_mu_25.ipynb,NO_HELDOUT_ALL_ROWS,MISSING,2057,0,0,labels.csv rows referenced but consumed manifest not saved,NO,NONE,False,False,A row-level split in a downstream classifier does not make an encoder trained on all labeled rows held out.
LEGACY_GITHUB,checkpoints_Vicreg_original_NEW/VicReg_SoiNet_optimized_mu_27.ipynb,NO_HELDOUT_ALL_ROWS,MISSING,2057,0,0,labels.csv rows referenced but consumed manifest not saved,NO,NONE,False,False,A row-level split in a downstream classifier does not make an encoder trained on all labeled rows held out.
LEGACY_GITHUB,checkpoints_Vicreg_original_NEW/VicReg_SoiNet_optimized_mu_30.ipynb,NO_HELDOUT_ALL_ROWS,MISSING,2057,0,0,labels.csv rows referenced but consumed manifest not saved,NO,NONE,False,False,A row-level split in a downstream classifier does not make an encoder trained on all labeled rows held out.
LEGACY_GITHUB,checkpoints_Vicreg_original_NEW/VicReg_SoiNet_optimized_mu_33.ipynb,NO_HELDOUT_ALL_ROWS,MISSING,2057,0,0,labels.csv rows referenced but consumed manifest not saved,NO,NONE,False,False,A row-level split in a downstream classifier does not make an encoder trained on all labeled rows held out.
LEGACY_GITHUB,finetune_mu=20.ipynb,NO_HELDOUT_ALL_ROWS,MISSING,2057,0,0,labels.csv rows referenced but consumed manifest not saved,NO,NONE,False,False,A row-level split in a downstream classifier does not make an encoder trained on all labeled rows held out.
LEGACY_GITHUB,finetune_mu=23.ipynb,NO_HELDOUT_ALL_ROWS,MISSING,2057,0,0,labels.csv rows referenced but consumed manifest not saved,NO,finetune_mu_23.0.pth,True,False,A row-level split in a downstream classifier does not make an encoder trained on all labeled rows held out.
LEGACY_GITHUB,finetune_mu=25.ipynb,NO_HELDOUT_ALL_ROWS,MISSING,2057,0,0,labels.csv rows referenced but consumed manifest not saved,NO,finetune_mu_25.0.pth,True,False,A row-level split in a downstream classifier does not make an encoder trained on all labeled rows held out.
LEGACY_GITHUB,finetune_mu=27.ipynb,NO_HELDOUT_ALL_ROWS,MISSING,2057,0,0,labels.csv rows referenced but consumed manifest not saved,NO,finetune_mu_27.0.pth,True,False,A row-level split in a downstream classifier does not make an encoder trained on all labeled rows held out.
LEGACY_GITHUB,finetune_mu=30.ipynb,NO_HELDOUT_ALL_ROWS,MISSING,2057,0,0,labels.csv rows referenced but consumed manifest not saved,NO,finetune_mu_30.0.pth,True,False,A row-level split in a downstream classifier does not make an encoder trained on all labeled rows held out.
LEGACY_GITHUB,finetune_mu=33.ipynb,NO_HELDOUT_ALL_ROWS,MISSING,2057,0,0,labels.csv rows referenced but consumed manifest not saved,NO,finetune_mu_33.0.pth,True,False,A row-level split in a downstream classifier does not make an encoder trained on all labeled rows held out.
LEGACY_GITHUB,finetune_mu=40.ipynb,NO_HELDOUT_ALL_ROWS,MISSING,2057,0,0,labels.csv rows referenced but consumed manifest not saved,NO,finetune_mu_40.0.pth,True,False,A row-level split in a downstream classifier does not make an encoder trained on all labeled rows held out.
LEGACY_GITHUB,finetune_new/Finetune_VicReg_mu=20.ipynb,NO_HELDOUT_ALL_ROWS,MISSING,2057,0,0,labels.csv rows referenced but consumed manifest not saved,NO,Best_finetuned_VicReg_mu_20.pth,True,False,A row-level split in a downstream classifier does not make an encoder trained on all labeled rows held out.
LEGACY_GITHUB,finetune_new/Finetune_VicReg_mu=23.ipynb,NO_HELDOUT_ALL_ROWS,MISSING,2057,0,0,labels.csv rows referenced but consumed manifest not saved,NO,Best_finetuned_VicReg_mu_23.pth,True,False,A row-level split in a downstream classifier does not make an encoder trained on all labeled rows held out.
LEGACY_GITHUB,finetune_new/Finetune_VicReg_mu=25.ipynb,NO_HELDOUT_ALL_ROWS,MISSING,2057,0,0,labels.csv rows referenced but consumed manifest not saved,NO,Best_finetuned_VicReg_mu_25.pth,True,False,A row-level split in a downstream classifier does not make an encoder trained on all labeled rows held out.
LEGACY_GITHUB,finetune_new/Finetune_VicReg_mu=27.ipynb,NO_HELDOUT_ALL_ROWS,MISSING,2057,0,0,labels.csv rows referenced but consumed manifest not saved,NO,Best_finetuned_VicReg_mu_27.pth,True,False,A row-level split in a downstream classifier does not make an encoder trained on all labeled rows held out.
LEGACY_GITHUB,finetune_new/Finetune_VicReg_mu=30.ipynb,NO_HELDOUT_ALL_ROWS,MISSING,2057,0,0,labels.csv rows referenced but consumed manifest not saved,NO,Best_finetuned_VicReg_mu_30.pth,True,False,A row-level split in a downstream classifier does not make an encoder trained on all labeled rows held out.
LEGACY_GITHUB,finetune_new/Finetune_VicReg_mu=33.ipynb,NO_HELDOUT_ALL_ROWS,MISSING,2057,0,0,labels.csv rows referenced but consumed manifest not saved,NO,Best_finetuned_VicReg_mu_33.pth,True,False,A row-level split in a downstream classifier does not make an encoder trained on all labeled rows held out.
LEGACY_GITHUB,finetune_new/Finetune_VicReg_TinyImageNet_mu=20.ipynb,NO_HELDOUT_ALL_ROWS,MISSING,2057,0,0,labels.csv rows referenced but consumed manifest not saved,NO,Best_finetuned_VicReg_TinyImageNet_mu_20.pth,True,False,A row-level split in a downstream classifier does not make an encoder trained on all labeled rows held out.
LEGACY_GITHUB,finetune_new/Finetune_VicReg_TinyImageNet_mu=23.ipynb,NO_HELDOUT_ALL_ROWS,MISSING,2057,0,0,labels.csv rows referenced but consumed manifest not saved,NO,Best_finetuned_VicReg_TinyImageNet_mu_23.pth,True,False,A row-level split in a downstream classifier does not make an encoder trained on all labeled rows held out.
LEGACY_GITHUB,finetune_new/Finetune_VicReg_TinyImageNet_mu=25.ipynb,NO_HELDOUT_ALL_ROWS,MISSING,2057,0,0,labels.csv rows referenced but consumed manifest not saved,NO,Best_finetuned_VicReg_TinyImageNet_mu_25.pth,True,False,A row-level split in a downstream classifier does not make an encoder trained on all labeled rows held out.
LEGACY_GITHUB,finetune_new/Finetune_VicReg_TinyImageNet_mu=27.ipynb,NO_HELDOUT_ALL_ROWS,MISSING,2057,0,0,labels.csv rows referenced but consumed manifest not saved,NO,Best_finetuned_VicReg_TinyImageNet_mu_27.pth,True,False,A row-level split in a downstream classifier does not make an encoder trained on all labeled rows held out.
LEGACY_GITHUB,finetune_new/Finetune_VicReg_TinyImageNet_mu=30.ipynb,NO_HELDOUT_ALL_ROWS,MISSING,2057,0,0,labels.csv rows referenced but consumed manifest not saved,NO,Best_finetuned_VicReg_TinyImageNet_mu_30.pth,True,False,A row-level split in a downstream classifier does not make an encoder trained on all labeled rows held out.
LEGACY_GITHUB,finetune_new/Finetune_VicReg_TinyImageNet_mu=33.ipynb,NO_HELDOUT_ALL_ROWS,MISSING,2057,0,0,labels.csv rows referenced but consumed manifest not saved,NO,Best_finetuned_VicReg_TinyImageNet_mu_33.pth,True,False,A row-level split in a downstream classifier does not make an encoder trained on all labeled rows held out.
LEGACY_GITHUB,finetune_tinyImage_mu=20.ipynb,NO_HELDOUT_ALL_ROWS,MISSING,2057,0,0,labels.csv rows referenced but consumed manifest not saved,NO,vicreg_model_final_tinyImageNet_mu_20.0.pth;vicreg_model_final_tinyImageNet_mu_20.0.pth,True,False,A row-level split in a downstream classifier does not make an encoder trained on all labeled rows held out.
LEGACY_GITHUB,finetune_tinyImage_mu=23.ipynb,NO_HELDOUT_ALL_ROWS,MISSING,2057,0,0,labels.csv rows referenced but consumed manifest not saved,NO,vicreg_model_final_tinyImageNet_mu_23.0.pth,True,False,A row-level split in a downstream classifier does not make an encoder trained on all labeled rows held out.
LEGACY_GITHUB,finetune_tinyImage_mu=25.ipynb,NO_HELDOUT_ALL_ROWS,MISSING,2057,0,0,labels.csv rows referenced but consumed manifest not saved,NO,vicreg_model_final_tinyImageNet_mu_25.0.pth,True,False,A row-level split in a downstream classifier does not make an encoder trained on all labeled rows held out.
LEGACY_GITHUB,finetune_tinyImage_mu=27.ipynb,NO_HELDOUT_ALL_ROWS,MISSING,2057,0,0,labels.csv rows referenced but consumed manifest not saved,NO,vicreg_model_final_tinyImageNet_mu_27.0.pth,True,False,A row-level split in a downstream classifier does not make an encoder trained on all labeled rows held out.
LEGACY_GITHUB,finetune_tinyImage_mu=30.ipynb,NO_HELDOUT_ALL_ROWS,MISSING,2057,0,0,labels.csv rows referenced but consumed manifest not saved,NO,vicreg_model_final_tinyImageNet_mu_30.0.pth,True,False,A row-level split in a downstream classifier does not make an encoder trained on all labeled rows held out.
LEGACY_GITHUB,finetune_tinyImage_mu=33.ipynb,NO_HELDOUT_ALL_ROWS,MISSING,2057,0,0,labels.csv rows referenced but consumed manifest not saved,NO,vicreg_model_final_tinyImageNet_mu_33.0.pth,True,False,A row-level split in a downstream classifier does not make an encoder trained on all labeled rows held out.
LEGACY_GITHUB,pp_SoiNet_orginal_vicREG-mu=2.ipynb,NO_HELDOUT_ALL_ROWS,MISSING,2057,0,0,labels.csv rows referenced but consumed manifest not saved,NO,NONE,False,False,A row-level split in a downstream classifier does not make an encoder trained on all labeled rows held out.
LEGACY_GITHUB,pp_SoiNet_orginal_vicREG-mu=23.ipynb,NO_HELDOUT_ALL_ROWS,MISSING,2057,0,0,labels.csv rows referenced but consumed manifest not saved,NO,NONE,False,False,A row-level split in a downstream classifier does not make an encoder trained on all labeled rows held out.
LEGACY_GITHUB,pp_SoiNet_orginal_vicREG-mu=25.ipynb,NO_HELDOUT_ALL_ROWS,MISSING,2057,0,0,labels.csv rows referenced but consumed manifest not saved,NO,NONE,False,False,A row-level split in a downstream classifier does not make an encoder trained on all labeled rows held out.
